Name,Slug,Homepage,Short Description,Price Text,Pricing,Categories,Verified,Favorite Count,Updated At,text
Leonardo.AI,leonardoai,https://leonardo.ai/,Leverage generative AI with a unique suite of tools to convey your ideas to the world.,,Freemium,"image generator, image to image",True,1,2025-04-11,"Leonardo.AI — Leverage generative AI with a unique suite of tools to convey your ideas to the world. | image generator, image to image | Freemium | https://leonardo.ai/"
Tray,tray,https://tray.io/,Streamline workflows with AI-driven integrations and scalable automation.,[],Contact for Pricing,"low-code/no-code, marketing",False,0,2025-03-01,"Tray — Streamline workflows with AI-driven integrations and scalable automation. | low-code/no-code, marketing | Contact for Pricing | https://tray.io/"
TIBCO ActiveMatrix BPM,tibco-activematrix-bpm,https://docs.tibco.com/products/tibco-activematrix-bpm,"Streamline workflows with robust automation, analytics, and scalable integration.",[],Contact for Pricing,"low-code/no-code, customer support",False,0,2024-03-08,"TIBCO ActiveMatrix BPM — Streamline workflows with robust automation, analytics, and scalable integration. | low-code/no-code, customer support | Contact for Pricing | https://docs.tibco.com/products/tibco-activematrix-bpm"
Pipefy,pipefy,https://www.pipefy.com/,"Streamline workflows with AI, no-code automation, and robust integration.",20/mo,Freemium,"human resources, low-code/no-code",False,0,2024-03-09,"Pipefy — Streamline workflows with AI, no-code automation, and robust integration. | human resources, low-code/no-code | Freemium | https://www.pipefy.com/"
OutSystems,outsystems,https://www.outsystems.com/,Unleash productivity; streamline workflows with intelligent process automation.,[],Free Trial,"low-code/no-code, website builders",False,0,2024-03-10,"OutSystems — Unleash productivity; streamline workflows with intelligent process automation. | low-code/no-code, website builders | Free Trial | https://www.outsystems.com/"
Oracle BPM Suite,oracle-bpm-suite,https://www.oracle.com/in/integration/process-automation/,"Streamline, integrate, and analyze workflows with dynamic, scalable automation.",[],Contact for Pricing,low-code/no-code,False,0,2024-03-10,"Oracle BPM Suite — Streamline, integrate, and analyze workflows with dynamic, scalable automation. | low-code/no-code | Contact for Pricing | https://www.oracle.com/in/integration/process-automation/"
Nintex,nintex,https://www.nintex.com/,"Streamline workflows, automate tasks, integrate systems seamlessly.",625/mo,Paid,"low-code/no-code, customer support",False,0,2025-03-15,"Nintex — Streamline workflows, automate tasks, integrate systems seamlessly. | low-code/no-code, customer support | Paid | https://www.nintex.com/"
Microsoft Power Automate,microsoft-power-automate,https://flow.microsoft.com/,"Streamline tasks, integrate apps, automate without code.",[],Free Trial,"human resources, low-code/no-code",False,0,2024-03-11,"Microsoft Power Automate — Streamline tasks, integrate apps, automate without code. | human resources, low-code/no-code | Free Trial | https://flow.microsoft.com/"
Kofax,kofax,https://www.kofax.com/,Optimize workflows with AI-driven document processing and integration.,[],Contact for Pricing,finance,False,0,2024-03-11,Kofax — Optimize workflows with AI-driven document processing and integration. | finance | Contact for Pricing | https://www.kofax.com/
Kissflow Digital Workplace,kissflow-digital-workplace,https://kissflow.com/,"Streamline workflows, empower users, integrate systems with ease.",1500/mo,Paid,"low-code/no-code, customer support",False,0,2024-03-11,"Kissflow Digital Workplace — Streamline workflows, empower users, integrate systems with ease. | low-code/no-code, customer support | Paid | https://kissflow.com/"
Jitterbit,jitterbit,https://www.jitterbit.com/,"Streamline integration, automate workflows, and develop applications effortlessly.",[],Contact for Pricing,"low-code/no-code, workflows",False,0,2024-03-12,"Jitterbit — Streamline integration, automate workflows, and develop applications effortlessly. | low-code/no-code, workflows | Contact for Pricing | https://www.jitterbit.com/"
Integrately,integrately,https://integrately.com/,"Unify 1100+ apps with one-click, smart, ready-to-use automations.",19.99/mo,Freemium,"customer support, startup tools, workflows",False,0,2024-03-12,"Integrately — Unify 1100+ apps with one-click, smart, ready-to-use automations. | customer support, startup tools, workflows | Freemium | https://integrately.com/"
IFTTT,ifttt,https://ifttt.com/,Streamline tasks across apps and devices effortlessly.,14.99/mo,Freemium,"social media, personal assistant, workflows",False,0,2024-03-12,"IFTTT — Streamline tasks across apps and devices effortlessly. | social media, personal assistant, workflows | Freemium | https://ifttt.com/"
IBM BPM,ibm-bpm,https://www.ibm.com/products/business-automation-workflow,"Optimize, automate, and scale workflows efficiently with advanced analytics.",[],Free Trial,"low-code/no-code, workflows",False,0,2024-03-12,"IBM BPM — Optimize, automate, and scale workflows efficiently with advanced analytics. | low-code/no-code, workflows | Free Trial | https://www.ibm.com/products/business-automation-workflow"
Flokzu,flokzu,https://flokzu.com/,"Streamline workflows, automate tasks, analyze performance—effortlessly, no-code required.",18/mo,Paid,"human resources, low-code/no-code, customer support",False,0,2024-03-13,"Flokzu — Streamline workflows, automate tasks, analyze performance—effortlessly, no-code required. | human resources, low-code/no-code, customer support | Paid | https://flokzu.com/"
Elastic,elastic,https://www.elastic.io/,"Maximize efficiency with seamless, scalable cloud-based integrations.",[],Free Trial,"e-commerce, low-code/no-code, workflows",False,0,2024-03-13,"Elastic — Maximize efficiency with seamless, scalable cloud-based integrations. | e-commerce, low-code/no-code, workflows | Free Trial | https://www.elastic.io/"
Cloud Elements,cloud-elements,https://cloud-elements.com/,"Streamline complex tasks with powerful, adaptable, and scalable automation.",[],Free Trial,"customer support, workflows",False,0,2025-02-07,"Cloud Elements — Streamline complex tasks with powerful, adaptable, and scalable automation. | customer support, workflows | Free Trial | https://cloud-elements.com/"
Creatio,creatio,https://www.creatio.com/studio,"Streamline, innovate, and integrate with AI-enhanced low-code automation.",[],Free Trial,"low-code/no-code, customer support, workflows",False,0,2024-03-16,"Creatio — Streamline, innovate, and integrate with AI-enhanced low-code automation. | low-code/no-code, customer support, workflows | Free Trial | https://www.creatio.com/studio"
Bonitasoft,bonitasoft,https://www.bonitasoft.com/,"Streamline workflows, modernize IT, empower developers with open-source BPM.",[],Contact for Pricing,"low-code/no-code, finance",False,0,2024-03-16,"Bonitasoft — Streamline workflows, modernize IT, empower developers with open-source BPM. | low-code/no-code, finance | Contact for Pricing | https://www.bonitasoft.com/"
Cycle,cycle,https://www.cycle.app/,"Streamline feedback, gain insights, and enhance product collaboration effortlessly.",[],Free Trial,"customer support, research",False,0,2024-03-27,"Cycle — Streamline feedback, gain insights, and enhance product collaboration effortlessly. | customer support, research | Free Trial | https://www.cycle.app/"
SellMate,sellmate,https://www.sellmate.ai/,"Enhance e-commerce with AI: cross-list, optimize, analyze, and succeed.",[],Contact for Pricing,"e-commerce, sales, marketing",False,0,2024-03-17,"SellMate — Enhance e-commerce with AI: cross-list, optimize, analyze, and succeed. | e-commerce, sales, marketing | Contact for Pricing | https://www.sellmate.ai/"
Oso,oso,https://www.oso.ai/,"Revolutionize your productivity with AI-enhanced research, content creation, and workflow automation.",[],Free Trial,"research, ai chatbots, workflows",False,0,2024-03-17,"Oso — Revolutionize your productivity with AI-enhanced research, content creation, and workflow automation. | research, ai chatbots, workflows | Free Trial | https://www.oso.ai/"
Rely.io,rely-io,https://www.rely.io/,Empower engineering excellence with AI-driven service reliability and developer tools.,[],Free Trial,"ai chatbots, workflows",False,0,2024-03-17,"Rely.io — Empower engineering excellence with AI-driven service reliability and developer tools. | ai chatbots, workflows | Free Trial | https://www.rely.io/"
11Cast,11cast,https://11cast.pro/,"Transform text to lifelike speech with customizable, multilingual voices.",[],Free Trial,"marketing, education",False,0,2024-03-27,"11Cast — Transform text to lifelike speech with customizable, multilingual voices. | marketing, education | Free Trial | https://11cast.pro/"
Streamr,streamr,https://streamr.ai/,"Harness AI for rapid, cost-effective local smart TV ad campaigns.",[],Contact for Pricing,"video generator, marketing",False,0,2024-03-18,"Streamr — Harness AI for rapid, cost-effective local smart TV ad campaigns. | video generator, marketing | Contact for Pricing | https://streamr.ai/"
WisdomPlan,wisdomplan,https://wisdomplan.ai/,"Unleash personalized, AI-driven learning journeys with collaborative tools.",[],Free Trial,,False,0,2024-03-27,"WisdomPlan — Unleash personalized, AI-driven learning journeys with collaborative tools. |  | Free Trial | https://wisdomplan.ai/"
Katalist,katalist,https://www.katalist.ai/,Revolutionize storytelling with AI-driven storyboarding and consistent character visualization.,[],Free Trial,"video generator, story teller",False,0,2024-06-18,"Katalist — Revolutionize storytelling with AI-driven storyboarding and consistent character visualization. | video generator, story teller | Free Trial | https://www.katalist.ai/"
WorkHack,workhack,https://workhack.ai/,"Revolutionize data collection with AI-driven, conversational form-building.",[],Free,"research, ai chatbots, website builders",False,0,2024-03-27,"WorkHack — Revolutionize data collection with AI-driven, conversational form-building. | research, ai chatbots, website builders | Free | https://workhack.ai/"
WebWave,webwave,https://www.webwave.me/,"Design, build, and launch custom websites effortlessly, no code needed.",[],Free Trial,"e-commerce, website builders",False,0,2024-03-27,"WebWave — Design, build, and launch custom websites effortlessly, no code needed. | e-commerce, website builders | Free Trial | https://www.webwave.me/"
Display Gate Guard,display-gate-guard,https://www.displaygateguard.com/,AI-powered safeguard for digital display content security and management.,[],Contact for Pricing,"ai detection, education",False,0,2024-03-29,"Display Gate Guard — AI-powered safeguard for digital display content security and management. | ai detection, education | Contact for Pricing | https://www.displaygateguard.com/"
Patsnap,patsnap,https://www.patsnap.com/,Unlock IP insights and innovation intelligence with global patent analytics.,[],Contact for Pricing,"research, legal",False,0,2024-03-29,"Patsnap — Unlock IP insights and innovation intelligence with global patent analytics. | research, legal | Contact for Pricing | https://www.patsnap.com/"
